date,region,state_po,candidate,party,voteshare,ev
11/5/1912,National Popular Vote,NPV,Taft,republican,23.1810037391,
11/5/1912,National Popular Vote,NPV,Wilson,democrat,41.8327668687,
11/5/1912,National Popular Vote,NPV,Roosevelt,independent,27.392403835,
11/5/1912,National Popular Vote,NPV,Debs,independent,5.9863795929,
11/7/1916,Alabama,AL,Hughes,republican,21.9249128,
11/7/1916,Alabama,AL,Wilson,democrat,76.04262285,
11/7/1916,Alabama,AL,Benson,independent,1.465638578,
11/7/1916,Alabama,AL,Other,independent,0.5668257757,
11/7/1916,Arizona,AZ,Hughes,republican,35.37339929,
11/7/1916,Arizona,AZ,Wilson,democrat,57.16895607,
11/7/1916,Arizona,AZ,Benson,independent,5.470433119,
11/7/1916,Arizona,AZ,Other,independent,1.987211527,
11/7/1916,Arkansas,AR,Hughes,republican,28.73477402,
11/7/1916,Arkansas,AR,Wilson,democrat,65.96611485,
11/7/1916,Arkansas,AR,Benson,independent,4.114541692,
11/7/1916,Arkansas,AR,Other,independent,1.18456944,
11/7/1916,California,CA,Hughes,republican,46.26996918,
11/7/1916,California,CA,Wilson,democrat,46.64741903,
11/7/1916,California,CA,Benson,independent,4.291503727,
11/7/1916,California,CA,Other,independent,2.79110807,
11/7/1916,Colorado,CO,Hughes,republican,34.75430998,
11/7/1916,Colorado,CO,Wilson,democrat,60.74428875,
11/7/1916,Colorado,CO,Benson,independent,3.413673036,
11/7/1916,Colorado,CO,Other,independent,1.087728238,
11/7/1916,Connecticut,CN,Hughes,republican,49.80222,
11/7/1916,Connecticut,CN,Wilson,democrat,46.65644258,
11/7/1916,Connecticut,CN,Benson,independent,2.421519212,
11/7/1916,Connecticut,CN,Other,independent,1.119818211,
11/7/1916,Delaware,DE,Hughes,republican,50.20459371,
11/7/1916,Delaware,DE,Wilson,democrat,47.77649102,
11/7/1916,Delaware,DE,Benson,independent,0.926462073,
11/7/1916,Delaware,DE,Other,independent,1.092453194,
11/7/1916,Florida,FL,Hughes,republican,18.09770357,
11/7/1916,Florida,FL,Wilson,democrat,69.3437709,
11/7/1916,Florida,FL,Benson,independent,6.630415934,
11/7/1916,Florida,FL,Other,independent,5.928109594,
11/7/1916,Georgia,GA,Hughes,republican,7.028833527,
11/7/1916,Georgia,GA,Wilson,democrat,79.50784474,
11/7/1916,Georgia,GA,Benson,independent,0.5856324021,
11/7/1916,Georgia,GA,Other,independent,12.87768933,
11/7/1916,Idaho,ID,Hughes,republican,41.1306318,
11/7/1916,Idaho,ID,Wilson,democrat,52.04026297,
11/7/1916,Idaho,ID,Benson,independent,5.991902834,
11/7/1916,Idaho,ID,Other,independent,0.837202392,
11/7/1916,Illinois,IL,Hughes,republican,52.56283671,
11/7/1916,Illinois,IL,Wilson,democrat,43.33588573,
11/7/1916,Illinois,IL,Benson,independent,2.799918092,
11/7/1916,Illinois,IL,Other,independent,1.301359461,
11/7/1916,Indiana,IN,Hughes,republican,47.43770588,
11/7/1916,Indiana,IN,Wilson,democrat,46.47199408,
11/7/1916,Indiana,IN,Benson,independent,3.040281116,
11/7/1916,Indiana,IN,Other,independent,3.050018919,
11/7/1916,Iowa,IA,Hughes,republican,54.24939645,
11/7/1916,Iowa,IA,Wilson,democrat,42.88646352,
11/7/1916,Iowa,IA,Benson,independent,2.123247392,
11/7/1916,Iowa,IA,Other,independent,0.7408926305,
11/7/1916,Kansas,KS,Hughes,republican,44.08578419,
11/7/1916,Kansas,KS,Wilson,democrat,49.94942943,
11/7/1916,Kansas,KS,Benson,independent,3.919417351,
11/7/1916,Kansas,KS,Other,independent,2.045369022,
11/7/1916,Kentucky,KY,Hughes,republican,46.50421386,
11/7/1916,Kentucky,KY,Wilson,democrat,51.91426522,
11/7/1916,Kentucky,KY,Benson,independent,0.9102638304,
11/7/1916,Kentucky,KY,Other,independent,0.6712570832,
11/7/1916,Louisiana,LA,Hughes,republican,6.954034114,
11/7/1916,Louisiana,LA,Wilson,democrat,85.9037233,
11/7/1916,Louisiana,LA,Benson,independent,0.3140392764,
11/7/1916,Louisiana,LA,Other,independent,6.828203308,
11/7/1916,Maine,ME,Hughes,republican,50.99109409,
11/7/1916,Maine,ME,Wilson,democrat,46.9746321,
11/7/1916,Maine,ME,Benson,independent,1.597047992,
11/7/1916,Maine,ME,Other,independent,0.4372258169,
11/7/1916,Maryland,MD,Hughes,republican,44.78226524,
11/7/1916,Maryland,MD,Wilson,democrat,52.80091895,
11/7/1916,Maryland,MD,Benson,independent,1.020458787,
11/7/1916,Maryland,MD,Other,independent,1.396357031,
11/7/1916,Massachusetts,MA,Hughes,republican,50.53926804,
11/7/1916,Massachusetts,MA,Wilson,democrat,46.61133591,
11/7/1916,Massachusetts,MA,Benson,independent,2.079228027,
11/7/1916,Massachusetts,MA,Other,independent,0.770168023,
11/7/1916,Michigan,MI,Hughes,republican,52.09079332,
11/7/1916,Michigan,MI,Wilson,democrat,44.05328639,
11/7/1916,Michigan,MI,Benson,independent,2.47629318,
11/7/1916,Michigan,MI,Other,independent,1.379627112,
11/7/1916,Minnesota,MN,Hughes,republican,46.35020291,
11/7/1916,Minnesota,MN,Wilson,democrat,46.2490061,
11/7/1916,Minnesota,MN,Benson,independent,5.193306554,
11/7/1916,Minnesota,MN,Other,independent,2.207484433,
11/7/1916,Mississippi,MS,Hughes,republican,4.906609444,
11/7/1916,Mississippi,MS,Wilson,democrat,92.78141188,
11/7/1916,Mississippi,MS,Benson,independent,1.712064052,
11/7/1916,Mississippi,MS,Other,independent,0.5999146275,
11/7/1916,Missouri,MO,Hughes,republican,46.94376621,
11/7/1916,Missouri,MO,Wilson,democrat,50.59070706,
11/7/1916,Missouri,MO,Benson,independent,1.857216032,
11/7/1916,Missouri,MO,Other,independent,0.6083106986,
11/7/1916,Montana,MT,Hughes,republican,37.56774858,
11/7/1916,Montana,MT,Wilson,democrat,56.8795412,
11/7/1916,Montana,MT,Benson,independent,5.382740785,
11/7/1916,Montana,MT,Other,independent,0.1699694393,
11/7/1916,Nebraska,NE,Hughes,republican,40.99020239,
11/7/1916,Nebraska,NE,Wilson,democrat,55.27974523,
11/7/1916,Nebraska,NE,Benson,independent,2.485425404,
11/7/1916,Nebraska,NE,Other,independent,1.244626977,
11/7/1916,Nevada,NV,Hughes,republican,36.39992796,
11/7/1916,Nevada,NV,Wilson,democrat,53.35574499,
11/7/1916,Nevada,NV,Benson,independent,9.199783888,
11/7/1916,Nevada,NV,Other,independent,1.044543162,
11/7/1916,New Hampshire,NH,Hughes,republican,49.05920765,
11/7/1916,New Hampshire,NH,Wilson,democrat,49.12203934,
11/7/1916,New Hampshire,NH,Benson,independent,1.478788695,
11/7/1916,New Hampshire,NH,Other,independent,0.3399643206,
11/7/1916,New Jersey,NJ,Hughes,republican,54.40112288,
11/7/1916,New Jersey,NJ,Wilson,democrat,42.67800875,
11/7/1916,New Jersey,NJ,Benson,independent,2.104392426,
11/7/1916,New Jersey,NJ,Other,independent,0.8164759466,
11/7/1916,New Mexico,NM,Hughes,republican,46.64380793,
11/7/1916,New Mexico,NM,Wilson,democrat,50.1998892,
11/7/1916,New Mexico,NM,Benson,independent,2.988605567,
11/7/1916,New Mexico,NM,Other,independent,0.1676973064,
11/7/1916,New York,NY,Hughes,republican,51.52877123,
11/7/1916,New York,NY,Wilson,democrat,44.50704886,
11/7/1916,New York,NY,Benson,independent,2.69260185,
11/7/1916,New York,NY,Other,independent,1.271578059,
11/7/1916,North Carolina,NC,Hughes,republican,41.70993841,
11/7/1916,North Carolina,NC,Wilson,democrat,58.09615816,
11/7/1916,North Carolina,NC,Benson,independent,0.1756171615,
11/7/1916,North Carolina,NC,Other,independent,0.01828626632,
11/7/1916,North Dakota,ND,Hughes,republican,46.33937083,
11/7/1916,North Dakota,ND,Wilson,democrat,47.84296733,
11/7/1916,North Dakota,ND,Benson,independent,4.953635497,
11/7/1916,North Dakota,ND,Other,independent,0.8640263454,
11/7/1916,Ohio,OH,Hughes,republican,44.1815454,
11/7/1916,Ohio,OH,Wilson,democrat,51.85548535,
11/7/1916,Ohio,OH,Benson,independent,3.26945822,
11/7/1916,Ohio,OH,Other,independent,0.693511037,
11/7/1916,Oklahoma,OK,Hughes,republican,33.25160046,
11/7/1916,Oklahoma,OK,Wilson,democrat,50.65146914,
11/7/1916,Oklahoma,OK,Benson,independent,15.45401072,
11/7/1916,Oklahoma,OK,Other,independent,0.6429196761,
11/7/1916,Oregon,OR,Hughes,republican,48.46665393,
11/7/1916,Oregon,OR,Wilson,democrat,45.89604433,
11/7/1916,Oregon,OR,Benson,independent,3.711446589,
11/7/1916,Oregon,OR,Other,independent,1.92585515,
11/7/1916,Pennsylvania,PA,Hughes,republican,54.25324445,
11/7/1916,Pennsylvania,PA,Wilson,democrat,40.22101424,
11/7/1916,Pennsylvania,PA,Benson,independent,3.286692587,
11/7/1916,Pennsylvania,PA,Other,independent,2.239048726,
11/7/1916,Rhode Island,RI,Hughes,republican,51.08180742,
11/7/1916,Rhode Island,RI,Wilson,democrat,45.99845131,
11/7/1916,Rhode Island,RI,Benson,independent,2.179557256,
11/7/1916,Rhode Island,RI,Other,independent,0.7401840211,
11/7/1916,South Carolina,SC,Hughes,republican,2.42369277,
11/7/1916,South Carolina,SC,Wilson,democrat,96.70690518,
11/7/1916,South Carolina,SC,Benson,independent,0.2110958219,
11/7/1916,South Carolina,SC,Other,independent,0.6583062297,
11/7/1916,South Dakota,SD,Hughes,republican,49.80301221,
11/7/1916,South Dakota,SD,Wilson,democrat,45.90513564,
11/7/1916,South Dakota,SD,Benson,independent,2.91603977,
11/7/1916,South Dakota,SD,Other,independent,1.375812381,
11/7/1916,Tennessee,TN,Hughes,republican,42.69921746,
11/7/1916,Tennessee,TN,Wilson,democrat,56.31360447,
11/7/1916,Tennessee,TN,Benson,independent,0.9339064624,
11/7/1916,Tennessee,TN,Other,independent,0.05327161174,
11/7/1916,Texas,TX,Hughes,republican,17.45122308,
11/7/1916,Texas,TX,Wilson,democrat,76.92456391,
11/7/1916,Texas,TX,Benson,independent,5.091271301,
11/7/1916,Texas,TX,Other,independent,0.532941704,
11/7/1916,Utah,UT,Hughes,republican,37.81942911,
11/7/1916,Utah,UT,Wilson,democrat,58.7826415,
11/7/1916,Utah,UT,Benson,independent,3.115700054,
11/7/1916,Utah,UT,Other,independent,0.2822293323,
11/7/1916,Vermont,VT,Hughes,republican,62.4272974,
11/7/1916,Vermont,VT,Wilson,democrat,35.21985266,
11/7/1916,Vermont,VT,Benson,independent,1.237689027,
11/7/1916,Vermont,VT,Other,independent,1.115160915,
11/7/1916,Virginia,VA,Hughes,republican,32.05101564,
11/7/1916,Virginia,VA,Wilson,democrat,66.77229986,
11/7/1916,Virginia,VA,Benson,independent,0.6896462154,
11/7/1916,Virginia,VA,Other,independent,0.4870382877,
11/7/1916,Washington,WA,Hughes,republican,43.88730531,
11/7/1916,Washington,WA,Wilson,democrat,48.13409135,
11/7/1916,Washington,WA,Benson,independent,5.98434621,
11/7/1916,Washington,WA,Other,independent,1.994257127,
11/7/1916,West Virginia,WV,Hughes,republican,49.37830341,7
11/7/1916,West Virginia,WV,Wilson,democrat,48.43954846,1
11/7/1916,West Virginia,WV,Benson,independent,2.121772491,
11/7/1916,West Virginia,WV,Other,independent,0.06037563998,
11/7/1916,Wisconsin,WI,Hughes,republican,49.38609008,
11/7/1916,Wisconsin,WI,Wilson,democrat,42.79768481,
11/7/1916,Wisconsin,WI,Benson,independent,6.179579276,
11/7/1916,Wisconsin,WI,Other,independent,1.636645838,
11/7/1916,Wyoming,WY,Hughes,republican,41.85570988,
11/7/1916,Wyoming,WY,Wilson,democrat,54.62191358,
11/7/1916,Wyoming,WY,Benson,independent,2.802854938,
11/7/1916,Wyoming,WY,Other,independent,0.7195216049,
11/7/1916,National Popular Vote,NPV,Hughes,republican,46.1116236003,
11/7/1916,National Popular Vote,NPV,Wilson,democrat,49.2460350163,
11/7/1916,National Popular Vote,NPV,Benson,independent,3.1831080778,
11/2/1920,Alabama,AL,Harding,republican,37.105802,
11/2/1920,Alabama,AL,Cox,democrat,61.68101511,
11/2/1920,Alabama,AL,Debs,independent,0.9227565913,
11/2/1920,Alabama,AL,Other,independent,0.2904263043,
11/2/1920,Arizona,AZ,Harding,republican,55.61130976,
11/2/1920,Arizona,AZ,Cox,democrat,44.38869024,
11/2/1920,Arizona,AZ,Debs,independent,0,
11/2/1920,Arizona,AZ,Other,independent,0,
11/2/1920,Arkansas,AR,Harding,republican,38.72694501,
11/2/1920,Arkansas,AR,Cox,democrat,58.48984682,
11/2/1920,Arkansas,AR,Debs,independent,2.783208177,
11/2/1920,Arkansas,AR,Other,independent,0,
11/2/1920,California,CA,Harding,republican,66.20327313,
11/2/1920,California,CA,Cox,democrat,24.27742175,
11/2/1920,California,CA,Debs,independent,6.787352365,
11/2/1920,California,CA,Other,independent,2.731952757,
11/2/1920,Colorado,CO,Harding,republican,59.32073973,
11/2/1920,Colorado,CO,Cox,democrat,35.93046468,
11/2/1920,Colorado,CO,Debs,independent,2.754979404,
11/2/1920,Colorado,CO,Other,independent,1.993816191,
11/2/1920,Connecticut,CN,Harding,republican,62.71592644,
11/2/1920,Connecticut,CN,Cox,democrat,33.02737485,
11/2/1920,Connecticut,CN,Debs,independent,2.831597897,
11/2/1920,Connecticut,CN,Other,independent,1.425100816,
11/2/1920,Delaware,DE,Harding,republican,55.71330698,
11/2/1920,Delaware,DE,Cox,democrat,42.06693017,
11/2/1920,Delaware,DE,Debs,independent,1.041370224,
11/2/1920,Delaware,DE,Other,independent,1.178392622,
11/2/1920,Florida,FL,Harding,republican,30.78850365,
11/2/1920,Florida,FL,Cox,democrat,62.13233023,
11/2/1920,Florida,FL,Debs,independent,3.561892079,
11/2/1920,Florida,FL,Other,independent,3.517274044,
11/2/1920,Georgia,GA,Harding,republican,27.62917238,
11/2/1920,Georgia,GA,Cox,democrat,72.05815111,
11/2/1920,Georgia,GA,Debs,independent,0.3126765109,
11/2/1920,Georgia,GA,Other,independent,0,
11/2/1920,Idaho,ID,Harding,republican,65.60417035,
11/2/1920,Idaho,ID,Cox,democrat,34.34421636,
11/2/1920,Idaho,ID,Debs,independent,0.02801863977,
11/2/1920,Idaho,ID,Other,independent,0.02359464402,
11/2/1920,Illinois,IL,Harding,republican,67.81259876,
11/2/1920,Illinois,IL,Cox,democrat,25.51159729,
11/2/1920,Illinois,IL,Debs,independent,3.568363032,
11/2/1920,Illinois,IL,Other,independent,3.10744092,
11/2/1920,Indiana,IN,Harding,republican,55.13775531,
11/2/1920,Indiana,IN,Cox,democrat,40.48919843,
11/2/1920,Indiana,IN,Debs,independent,1.955954406,
11/2/1920,Indiana,IN,Other,independent,2.417091857,
11/2/1920,Iowa,IA,Harding,republican,70.9067996,
11/2/1920,Iowa,IA,Cox,democrat,25.46370053,
11/2/1920,Iowa,IA,Debs,independent,1.897144619,
11/2/1920,Iowa,IA,Other,independent,1.732355248,
11/2/1920,Kansas,KS,Harding,republican,64.74773723,
11/2/1920,Kansas,KS,Cox,democrat,32.51940146,
11/2/1920,Kansas,KS,Debs,independent,2.719710758,
11/2/1920,Kansas,KS,Other,independent,0.01315055811,
11/2/1920,Kentucky,KY,Harding,republican,49.25563553,
11/2/1920,Kentucky,KY,Cox,democrat,49.69291428,
11/2/1920,Kentucky,KY,Debs,independent,0.6976647987,
11/2/1920,Kentucky,KY,Other,independent,0.3537853949,
11/2/1920,Louisiana,LA,Harding,republican,30.48988892,
11/2/1920,Louisiana,LA,Cox,democrat,69.24190639,
11/2/1920,Louisiana,LA,Debs,independent,0,
11/2/1920,Louisiana,LA,Other,independent,0.26820469,
11/2/1920,Maine,ME,Harding,republican,68.92185605,
11/2/1920,Maine,ME,Cox,democrat,29.80236555,
11/2/1920,Maine,ME,Debs,independent,1.11908613,
11/2/1920,Maine,ME,Other,independent,0.1566922766,
11/2/1920,Maryland,MD,Harding,republican,55.11048144,
11/2/1920,Maryland,MD,Cox,democrat,42.15870022,
11/2/1920,Maryland,MD,Debs,independent,2.071687482,
11/2/1920,Maryland,MD,Other,independent,0.6591308529,
11/2/1920,Massachusetts,MA,Harding,republican,68.54590538,
11/2/1920,Massachusetts,MA,Cox,democrat,27.84401611,
11/2/1920,Massachusetts,MA,Debs,independent,3.247098271,
11/2/1920,Massachusetts,MA,Other,independent,0.3629802419,
11/2/1920,Michigan,MI,Harding,republican,72.7639256,
11/2/1920,Michigan,MI,Cox,democrat,22.26703077,
11/2/1920,Michigan,MI,Debs,independent,2.76103551,
11/2/1920,Michigan,MI,Other,independent,2.208008119,
11/2/1920,Minnesota,MN,Harding,republican,70.5890427,
11/2/1920,Minnesota,MN,Cox,democrat,19.43280994,
11/2/1920,Minnesota,MN,Debs,independent,7.624776106,
11/2/1920,Minnesota,MN,Other,independent,2.353371258,
11/2/1920,Mississippi,MS,Harding,republican,14.03287592,
11/2/1920,Mississippi,MS,Cox,democrat,83.98026475,
11/2/1920,Mississippi,MS,Debs,independent,1.986859332,
11/2/1920,Mississippi,MS,Other,independent,0,
11/2/1920,Missouri,MO,Harding,republican,54.55897359,
11/2/1920,Missouri,MO,Cox,democrat,43.12717587,
11/2/1920,Missouri,MO,Debs,independent,1.518757503,
11/2/1920,Missouri,MO,Other,independent,0.7950930372,
11/2/1920,Montana,MT,Harding,republican,61.13202909,
11/2/1920,Montana,MT,Cox,democrat,32.05032234,
11/2/1920,Montana,MT,Debs,independent,0,
11/2/1920,Montana,MT,Other,independent,6.81764857,
11/2/1920,Nebraska,NE,Harding,republican,64.66427864,
11/2/1920,Nebraska,NE,Cox,democrat,31.25021228,
11/2/1920,Nebraska,NE,Debs,independent,2.50821047,
11/2/1920,Nebraska,NE,Other,independent,1.577298605,
11/2/1920,Nevada,NV,Harding,republican,56.92064426,
11/2/1920,Nevada,NV,Cox,democrat,36.22490255,
11/2/1920,Nevada,NV,Debs,independent,6.854453188,
11/2/1920,Nevada,NV,Other,independent,0,
11/2/1920,New Hampshire,NH,Harding,republican,59.8370754,
11/2/1920,New Hampshire,NH,Cox,democrat,39.38727277,
11/2/1920,New Hampshire,NH,Debs,independent,0.7756518241,
11/2/1920,New Hampshire,NH,Other,independent,0,
11/2/1920,New Jersey,NJ,Harding,republican,67.65260641,
11/2/1920,New Jersey,NJ,Cox,democrat,28.41849541,
11/2/1920,New Jersey,NJ,Debs,independent,3.002512327,
11/2/1920,New Jersey,NJ,Other,independent,0.9263858451,
11/2/1920,New Mexico,NM,Harding,republican,54.67810182,
11/2/1920,New Mexico,NM,Cox,democrat,44.27451948,
11/2/1920,New Mexico,NM,Debs,independent,0,
11/2/1920,New Mexico,NM,Other,independent,1.047378707,
11/2/1920,New York,NY,Harding,republican,64.5561017,
11/2/1920,New York,NY,Cox,democrat,26.95306179,
11/2/1920,New York,NY,Debs,independent,7.010525742,
11/2/1920,New York,NY,Other,independent,1.480310766,
11/2/1920,North Carolina,NC,Harding,republican,43.21940463,
11/2/1920,North Carolina,NC,Cox,democrat,56.69465697,
11/2/1920,North Carolina,NC,Debs,independent,0.08278299348,
11/2/1920,North Carolina,NC,Other,independent,0.003155405581,
11/2/1920,North Dakota,ND,Harding,republican,77.78944095,
11/2/1920,North Dakota,ND,Cox,democrat,18.18579426,
11/2/1920,North Dakota,ND,Debs,independent,4.024764793,
11/2/1920,North Dakota,ND,Other,independent,0,
11/2/1920,Ohio,OH,Harding,republican,58.46809517,
11/2/1920,Ohio,OH,Cox,democrat,38.58411904,
11/2/1920,Ohio,OH,Debs,independent,2.826746232,
11/2/1920,Ohio,OH,Other,independent,0.1210395651,
11/2/1920,Oklahoma,OK,Harding,republican,50.10809478,
11/2/1920,Oklahoma,OK,Cox,democrat,44.60512525,
11/2/1920,Oklahoma,OK,Debs,independent,5.286779968,
11/2/1920,Oklahoma,OK,Other,independent,0,
11/2/1920,Oregon,OR,Harding,republican,60.2007362,
11/2/1920,Oregon,OR,Cox,democrat,33.54784884,
11/2/1920,Oregon,OR,Debs,independent,4.10905493,
11/2/1920,Oregon,OR,Other,independent,2.142360034,
11/2/1920,Pennsylvania,PA,Harding,republican,65.75653023,
11/2/1920,Pennsylvania,PA,Cox,democrat,27.19629972,
11/2/1920,Pennsylvania,PA,Debs,independent,3.809262146,
11/2/1920,Pennsylvania,PA,Other,independent,3.23790791,
11/2/1920,Rhode Island,RI,Harding,republican,63.9733065,
11/2/1920,Rhode Island,RI,Cox,democrat,32.77870712,
11/2/1920,Rhode Island,RI,Debs,independent,2.590173889,
11/2/1920,Rhode Island,RI,Other,independent,0.6578124907,
11/2/1920,South Carolina,SC,Harding,republican,3.906717758,
11/2/1920,South Carolina,SC,Cox,democrat,96.05137109,
11/2/1920,South Carolina,SC,Debs,independent,0.04191114837,
11/2/1920,South Carolina,SC,Other,independent,0,
11/2/1920,South Dakota,SD,Harding,republican,60.74068383,
11/2/1920,South Dakota,SD,Cox,democrat,19.72047389,
11/2/1920,South Dakota,SD,Debs,independent,0,
11/2/1920,South Dakota,SD,Other,independent,19.53884228,
11/2/1920,Tennessee,TN,Harding,republican,51.2869028,
11/2/1920,Tennessee,TN,Cox,democrat,48.19073038,
11/2/1920,Tennessee,TN,Debs,independent,0.5223668186,
11/2/1920,Tennessee,TN,Other,independent,0,
11/2/1920,Texas,TX,Harding,republican,23.53644679,
11/2/1920,Texas,TX,Cox,democrat,59.33881444,
11/2/1920,Texas,TX,Debs,independent,1.668786641,
11/2/1920,Texas,TX,Other,independent,15.45595213,
11/2/1920,Utah,UT,Harding,republican,55.92547385,
11/2/1920,Utah,UT,Cox,democrat,38.83959185,
11/2/1920,Utah,UT,Debs,independent,2.166250651,
11/2/1920,Utah,UT,Other,independent,3.068683655,
11/2/1920,Vermont,VT,Harding,republican,75.82396816,
11/2/1920,Vermont,VT,Cox,democrat,23.25340981,
11/2/1920,Vermont,VT,Debs,independent,0,
11/2/1920,Vermont,VT,Other,independent,0.9226220251,
11/2/1920,Virginia,VA,Harding,republican,37.85990416,
11/2/1920,Virginia,VA,Cox,democrat,61.32926982,
